"Year","Patient_Zipcode","PQI_Number","PQI_Name","Observed_Rate_Per_100000_People"
2015,"13682","PQI_11","Bacterial Pneumonia",129.2
2015,"13682","PQI_12","Urinary Tract Infection",129.2
2015,"13682","PQI_14","Uncontrolled Diabetes",0
2015,"13682","PQI_15","Asthma in Younger Adults",0
2015,"13682","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13682","PQI_90","Prevention Quality Overall Composite",516.8
2015,"13682","PQI_91","Prevention Quality Acute Composite",258.4
2015,"13682","PQI_92","Prevention Quality Chronic Composite",258.4
2015,"13682","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13682","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13682","PQI_S03","Prevention Quality All Respiratory Composite",258.4
2015,"13684","PQI_01","Diabetes Short-Term Complications",118.62
2015,"13684","PQI_03","Diabetes Long-Term Complications",0
2015,"13684","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",535.71
2015,"13684","PQI_07","Hypertension",0
2015,"13684","PQI_08","Heart Failure",593.12
2015,"13684","PQI_10","Dehydration",118.62
2015,"13684","PQI_11","Bacterial Pneumonia",237.25
2015,"13684","PQI_12","Urinary Tract Infection",355.87
2015,"13684","PQI_14","Uncontrolled Diabetes",0
2015,"13684","PQI_15","Asthma in Younger Adults",0
2015,"13684","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13684","PQI_90","Prevention Quality Overall Composite",1779.36
2015,"13684","PQI_91","Prevention Quality Acute Composite",711.74
2015,"13684","PQI_92","Prevention Quality Chronic Composite",1067.62
2015,"13684","PQI_S01","Prevention Quality All Diabetes Composite",118.62
2015,"13684","PQI_S02","Prevention Quality All Circulatory Composite",593.12
2015,"13684","PQI_S03","Prevention Quality All Respiratory Composite",355.87
2015,"13685","PQI_01","Diabetes Short-Term Complications",54.29
2015,"13685","PQI_03","Diabetes Long-Term Complications",54.29
2015,"13685","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",438.21
2015,"13685","PQI_07","Hypertension",0
2015,"13685","PQI_08","Heart Failure",271.44
2015,"13685","PQI_10","Dehydration",108.58
2015,"13685","PQI_11","Bacterial Pneumonia",108.58
2015,"13685","PQI_12","Urinary Tract Infection",54.29
2015,"13685","PQI_14","Uncontrolled Diabetes",0
2015,"13685","PQI_15","Asthma in Younger Adults",0
2015,"13685","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13685","PQI_90","Prevention Quality Overall Composite",922.91
2015,"13685","PQI_91","Prevention Quality Acute Composite",271.44
2015,"13685","PQI_92","Prevention Quality Chronic Composite",651.47
2015,"13685","PQI_S01","Prevention Quality All Diabetes Composite",108.58
2015,"13685","PQI_S02","Prevention Quality All Circulatory Composite",271.44
2015,"13685","PQI_S03","Prevention Quality All Respiratory Composite",271.44
2015,"13687","PQI_01","Diabetes Short-Term Complications",0
2015,"13687","PQI_03","Diabetes Long-Term Complications",0
2015,"13687","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",724.64
2015,"13687","PQI_11","Bacterial Pneumonia",815.22
2015,"13687","PQI_12","Urinary Tract Infection",543.48
2015,"13687","PQI_14","Uncontrolled Diabetes",0
2015,"13687","PQI_15","Asthma in Younger Adults",0
2015,"13687","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13687","PQI_90","Prevention Quality Overall Composite",1902.17
2015,"13687","PQI_91","Prevention Quality Acute Composite",1358.7
2015,"13687","PQI_92","Prevention Quality Chronic Composite",543.48
2015,"13687","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13687","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13687","PQI_S03","Prevention Quality All Respiratory Composite",543.48
2015,"13690","PQI_01","Diabetes Short-Term Complications",0
2015,"13690","PQI_03","Diabetes Long-Term Complications",156.49
2015,"13690","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1548.67
2015,"13690","PQI_07","Hypertension",0
2015,"13690","PQI_08","Heart Failure",625.98
2015,"13690","PQI_10","Dehydration",312.99
2015,"13690","PQI_11","Bacterial Pneumonia",782.47
2015,"13690","PQI_12","Urinary Tract Infection",469.48
2015,"13690","PQI_14","Uncontrolled Diabetes",0
2015,"13690","PQI_15","Asthma in Younger Adults",534.76
2015,"13690","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",156.49
2015,"13690","PQI_90","Prevention Quality Overall Composite",3599.37
2015,"13690","PQI_91","Prevention Quality Acute Composite",1564.95
2015,"13690","PQI_92","Prevention Quality Chronic Composite",2034.43
2015,"13690","PQI_S01","Prevention Quality All Diabetes Composite",156.49
2015,"13690","PQI_S02","Prevention Quality All Circulatory Composite",625.98
2015,"13690","PQI_S03","Prevention Quality All Respiratory Composite",1251.96
2015,"13691","PQI_01","Diabetes Short-Term Complications",0
2015,"13691","PQI_03","Diabetes Long-Term Complications",38.54
2015,"13691","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",511.84
2015,"13691","PQI_07","Hypertension",0
2015,"13691","PQI_08","Heart Failure",154.14
2015,"13691","PQI_10","Dehydration",115.61
2015,"13691","PQI_11","Bacterial Pneumonia",231.21
2015,"13691","PQI_12","Urinary Tract Infection",192.68
2015,"13691","PQI_14","Uncontrolled Diabetes",38.54
2015,"13691","PQI_15","Asthma in Younger Adults",0
2015,"13691","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",38.54
2015,"13691","PQI_90","Prevention Quality Overall Composite",1117.53
2015,"13691","PQI_91","Prevention Quality Acute Composite",539.5
2015,"13691","PQI_92","Prevention Quality Chronic Composite",578.03
2015,"13691","PQI_S01","Prevention Quality All Diabetes Composite",115.61
2015,"13691","PQI_S02","Prevention Quality All Circulatory Composite",154.14
2015,"13691","PQI_S03","Prevention Quality All Respiratory Composite",308.29
2015,"13693","PQI_01","Diabetes Short-Term Complications",0
2015,"13693","PQI_03","Diabetes Long-Term Complications",0
2015,"13693","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1287.55
2015,"13693","PQI_07","Hypertension",0
2015,"13693","PQI_08","Heart Failure",623.05
2015,"13693","PQI_10","Dehydration",0
2015,"13693","PQI_11","Bacterial Pneumonia",623.05
2015,"13693","PQI_12","Urinary Tract Infection",0
2015,"13693","PQI_14","Uncontrolled Diabetes",0
2015,"13693","PQI_15","Asthma in Younger Adults",0
2015,"13693","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13693","PQI_90","Prevention Quality Overall Composite",2180.69
2015,"13693","PQI_91","Prevention Quality Acute Composite",623.05
2015,"13693","PQI_92","Prevention Quality Chronic Composite",1557.63
2015,"13693","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13693","PQI_S02","Prevention Quality All Circulatory Composite",623.05
2015,"13693","PQI_S03","Prevention Quality All Respiratory Composite",934.58
2015,"13694","PQI_01","Diabetes Short-Term Complications",0
2015,"13694","PQI_03","Diabetes Long-Term Complications",79.55
2015,"13694","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",879.12
2015,"13694","PQI_07","Hypertension",0
2015,"13694","PQI_08","Heart Failure",318.22
2015,"13694","PQI_10","Dehydration",159.11
2015,"13694","PQI_11","Bacterial Pneumonia",159.11
2015,"13694","PQI_12","Urinary Tract Infection",0
2015,"13694","PQI_14","Uncontrolled Diabetes",79.55
2015,"13694","PQI_15","Asthma in Younger Adults",0
2015,"13694","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13694","PQI_90","Prevention Quality Overall Composite",1431.98
2015,"13694","PQI_91","Prevention Quality Acute Composite",318.22
2015,"13694","PQI_92","Prevention Quality Chronic Composite",1113.76
2015,"13694","PQI_S01","Prevention Quality All Diabetes Composite",159.11
2015,"13694","PQI_S02","Prevention Quality All Circulatory Composite",318.22
2015,"13694","PQI_S03","Prevention Quality All Respiratory Composite",636.44
2015,"13695","PQI_01","Diabetes Short-Term Complications",0
2015,"13695","PQI_03","Diabetes Long-Term Complications",0
2015,"13695","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13695","PQI_07","Hypertension",0
2015,"13695","PQI_08","Heart Failure",0
2015,"13695","PQI_10","Dehydration",0
2015,"13695","PQI_11","Bacterial Pneumonia",0
2015,"13695","PQI_12","Urinary Tract Infection",1739.13
2015,"13695","PQI_14","Uncontrolled Diabetes",0
2015,"13695","PQI_15","Asthma in Younger Adults",0
2015,"13695","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13695","PQI_90","Prevention Quality Overall Composite",1739.13
2015,"13695","PQI_91","Prevention Quality Acute Composite",1739.13
2015,"13695","PQI_92","Prevention Quality Chronic Composite",0
2015,"13695","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13695","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13695","PQI_S03","Prevention Quality All Respiratory Composite",0
2015,"13696","PQI_01","Diabetes Short-Term Complications",0
2015,"13696","PQI_03","Diabetes Long-Term Complications",0
2015,"13696","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13696","PQI_07","Hypertension",0
2015,"13696","PQI_08","Heart Failure",0
2015,"13696","PQI_10","Dehydration",0
2015,"13696","PQI_11","Bacterial Pneumonia",0
2015,"13696","PQI_12","Urinary Tract Infection",0
2015,"13696","PQI_14","Uncontrolled Diabetes",0
2015,"13696","PQI_15","Asthma in Younger Adults",0
2015,"13696","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13696","PQI_90","Prevention Quality Overall Composite",0
2015,"13696","PQI_91","Prevention Quality Acute Composite",0
2015,"13696","PQI_92","Prevention Quality Chronic Composite",0
2015,"13696","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13696","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13696","PQI_S03","Prevention Quality All Respiratory Composite",0
2015,"13697","PQI_01","Diabetes Short-Term Complications",290.53
2015,"13697","PQI_03","Diabetes Long-Term Complications",58.11
2015,"13697","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",441.31
2015,"13697","PQI_07","Hypertension",116.21
2015,"13697","PQI_08","Heart Failure",290.53
2015,"13697","PQI_10","Dehydration",58.11
2015,"13697","PQI_11","Bacterial Pneumonia",348.63
2015,"13697","PQI_12","Urinary Tract Infection",116.21
2015,"13697","PQI_14","Uncontrolled Diabetes",0
2015,"13697","PQI_15","Asthma in Younger Adults",170.07
2015,"13697","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13697","PQI_90","Prevention Quality Overall Composite",1685.07
2015,"13697","PQI_91","Prevention Quality Acute Composite",522.95
2015,"13697","PQI_92","Prevention Quality Chronic Composite",1162.12
2015,"13697","PQI_S01","Prevention Quality All Diabetes Composite",348.63
2015,"13697","PQI_S02","Prevention Quality All Circulatory Composite",464.85
2015,"13697","PQI_S03","Prevention Quality All Respiratory Composite",348.63
2015,"13730","PQI_01","Diabetes Short-Term Complications",0
2015,"13730","PQI_03","Diabetes Long-Term Complications",0
2015,"13730","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",250.47
2015,"13730","PQI_07","Hypertension",0
2015,"13730","PQI_08","Heart Failure",174.75
2015,"13730","PQI_10","Dehydration",43.69
2015,"13730","PQI_11","Bacterial Pneumonia",262.12
2015,"13730","PQI_12","Urinary Tract Infection",131.06
2015,"13730","PQI_14","Uncontrolled Diabetes",0
2015,"13730","PQI_15","Asthma in Younger Adults",0
2015,"13730","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13730","PQI_90","Prevention Quality Overall Composite",786.37
2015,"13730","PQI_91","Prevention Quality Acute Composite",436.87
2015,"13730","PQI_92","Prevention Quality Chronic Composite",349.5
2015,"13730","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13730","PQI_S02","Prevention Quality All Circulatory Composite",174.75
2015,"13730","PQI_S03","Prevention Quality All Respiratory Composite",174.75
2015,"13731","PQI_01","Diabetes Short-Term Complications",0
2015,"13731","PQI_03","Diabetes Long-Term Complications",0
2015,"13731","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",269.18
2015,"13731","PQI_07","Hypertension",0
2015,"13731","PQI_08","Heart Failure",218.82
2015,"13731","PQI_10","Dehydration",0
2015,"13731","PQI_11","Bacterial Pneumonia",0
2015,"13731","PQI_12","Urinary Tract Infection",109.41
2015,"13731","PQI_14","Uncontrolled Diabetes",0
2015,"13731","PQI_15","Asthma in Younger Adults",0
2015,"13731","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13731","PQI_90","Prevention Quality Overall Composite",547.05
2015,"13731","PQI_91","Prevention Quality Acute Composite",109.41
2015,"13731","PQI_92","Prevention Quality Chronic Composite",437.64
2015,"13731","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13731","PQI_S02","Prevention Quality All Circulatory Composite",218.82
2015,"13731","PQI_S03","Prevention Quality All Respiratory Composite",218.82
2015,"13732","PQI_01","Diabetes Short-Term Complications",33.36
2015,"13732","PQI_03","Diabetes Long-Term Complications",83.4
2015,"13732","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",287.29
2015,"13732","PQI_07","Hypertension",16.68
2015,"13732","PQI_08","Heart Failure",216.85
2015,"13732","PQI_10","Dehydration",83.4
2015,"13732","PQI_11","Bacterial Pneumonia",183.49
2015,"13732","PQI_12","Urinary Tract Infection",166.81
2015,"13732","PQI_14","Uncontrolled Diabetes",0
2015,"13732","PQI_15","Asthma in Younger Adults",0
2015,"13732","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13732","PQI_90","Prevention Quality Overall Composite",984.15
2015,"13732","PQI_91","Prevention Quality Acute Composite",433.69
2015,"13732","PQI_92","Prevention Quality Chronic Composite",550.46
2015,"13732","PQI_S01","Prevention Quality All Diabetes Composite",116.76
2015,"13732","PQI_S02","Prevention Quality All Circulatory Composite",233.53
2015,"13732","PQI_S03","Prevention Quality All Respiratory Composite",200.17
2015,"13733","PQI_01","Diabetes Short-Term Complications",73.86
2015,"13733","PQI_03","Diabetes Long-Term Complications",73.86
2015,"13733","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",209.94
2015,"13733","PQI_07","Hypertension",24.62
2015,"13733","PQI_08","Heart Failure",147.71
2015,"13733","PQI_10","Dehydration",24.62
2015,"13733","PQI_11","Bacterial Pneumonia",123.09
2015,"13733","PQI_12","Urinary Tract Infection",24.62
2015,"13733","PQI_14","Uncontrolled Diabetes",24.62
2015,"13733","PQI_15","Asthma in Younger Adults",0
2015,"13733","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",24.62
2015,"13733","PQI_90","Prevention Quality Overall Composite",738.55
2015,"13733","PQI_91","Prevention Quality Acute Composite",172.33
2015,"13733","PQI_92","Prevention Quality Chronic Composite",566.22
2015,"13733","PQI_S01","Prevention Quality All Diabetes Composite",196.95
2015,"13733","PQI_S02","Prevention Quality All Circulatory Composite",221.57
2015,"13733","PQI_S03","Prevention Quality All Respiratory Composite",147.71
2015,"13734","PQI_01","Diabetes Short-Term Complications",0
2015,"13734","PQI_03","Diabetes Long-Term Complications",0
2015,"13734","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",170.94
2015,"13734","PQI_07","Hypertension",0
2015,"13734","PQI_08","Heart Failure",56.79
2015,"13734","PQI_10","Dehydration",56.79
2015,"13734","PQI_11","Bacterial Pneumonia",113.57
2015,"13734","PQI_12","Urinary Tract Infection",56.79
2015,"13734","PQI_14","Uncontrolled Diabetes",0
2015,"13734","PQI_15","Asthma in Younger Adults",0
2015,"13734","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13734","PQI_90","Prevention Quality Overall Composite",397.5
2015,"13734","PQI_91","Prevention Quality Acute Composite",227.14
2015,"13734","PQI_92","Prevention Quality Chronic Composite",170.36
2015,"13734","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13734","PQI_S02","Prevention Quality All Circulatory Composite",56.79
2015,"13734","PQI_S03","Prevention Quality All Respiratory Composite",113.57
2015,"13736","PQI_01","Diabetes Short-Term Complications",100.1
2015,"13736","PQI_03","Diabetes Long-Term Complications",50.05
2015,"13736","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",287.56
2015,"13736","PQI_07","Hypertension",0
2015,"13736","PQI_08","Heart Failure",400.4
2015,"13736","PQI_10","Dehydration",100.1
2015,"13736","PQI_11","Bacterial Pneumonia",250.25
2015,"13736","PQI_12","Urinary Tract Infection",0
2015,"13736","PQI_14","Uncontrolled Diabetes",0
2015,"13736","PQI_15","Asthma in Younger Adults",0
2015,"13736","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13736","PQI_90","Prevention Quality Overall Composite",1101.1
2015,"13736","PQI_91","Prevention Quality Acute Composite",350.35
2015,"13736","PQI_92","Prevention Quality Chronic Composite",750.75
2015,"13736","PQI_S01","Prevention Quality All Diabetes Composite",150.15
2015,"13736","PQI_S02","Prevention Quality All Circulatory Composite",400.4
2015,"13736","PQI_S03","Prevention Quality All Respiratory Composite",200.2
2015,"13739","PQI_01","Diabetes Short-Term Complications",0
2015,"13739","PQI_03","Diabetes Long-Term Complications",0
2015,"13739","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",479.23
2015,"13739","PQI_07","Hypertension",0
2015,"13739","PQI_08","Heart Failure",0
2015,"13739","PQI_10","Dehydration",112.74
2015,"13739","PQI_11","Bacterial Pneumonia",450.96
2015,"13739","PQI_12","Urinary Tract Infection",112.74
2015,"13739","PQI_14","Uncontrolled Diabetes",0
2015,"13739","PQI_15","Asthma in Younger Adults",0
2015,"13739","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13739","PQI_90","Prevention Quality Overall Composite",1014.66
2015,"13739","PQI_91","Prevention Quality Acute Composite",676.44
2015,"13739","PQI_92","Prevention Quality Chronic Composite",338.22
2015,"13739","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13739","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13739","PQI_S03","Prevention Quality All Respiratory Composite",338.22
2015,"13740","PQI_01","Diabetes Short-Term Complications",0
2015,"13740","PQI_03","Diabetes Long-Term Complications",0
2015,"13740","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13740","PQI_07","Hypertension",0
2015,"13740","PQI_08","Heart Failure",239.81
2015,"13740","PQI_10","Dehydration",0
2015,"13740","PQI_11","Bacterial Pneumonia",0
2015,"13740","PQI_12","Urinary Tract Infection",0
2015,"13740","PQI_14","Uncontrolled Diabetes",0
2015,"13740","PQI_15","Asthma in Younger Adults",0
2015,"13740","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13740","PQI_90","Prevention Quality Overall Composite",239.81
2015,"13740","PQI_91","Prevention Quality Acute Composite",0
2015,"13740","PQI_92","Prevention Quality Chronic Composite",239.81
2015,"13740","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"13740","PQI_S02","Prevention Quality All Circulatory Composite",239.81
2015,"13740","PQI_S03","Prevention Quality All Respiratory Composite",0
2015,"13743","PQI_01","Diabetes Short-Term Complications",31.94
2015,"13743","PQI_03","Diabetes Long-Term Complications",31.94
2015,"13743","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13743","PQI_07","Hypertension",0
2015,"13743","PQI_08","Heart Failure",127.75
2015,"13743","PQI_10","Dehydration",31.94
2015,"13743","PQI_11","Bacterial Pneumonia",31.94
2015,"13743","PQI_12","Urinary Tract Infection",63.88
2015,"13743","PQI_14","Uncontrolled Diabetes",0
2015,"13743","PQI_15","Asthma in Younger Adults",100.5
2015,"13743","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",31.94
2015,"13743","PQI_90","Prevention Quality Overall Composite",447.14
2015,"13743","PQI_91","Prevention Quality Acute Composite",127.75
2015,"13743","PQI_92","Prevention Quality Chronic Composite",319.39
2015,"13743","PQI_S01","Prevention Quality All Diabetes Composite",95.82
2015,"13743","PQI_S02","Prevention Quality All Circulatory Composite",191.63
2015,"13743","PQI_S03","Prevention Quality All Respiratory Composite",31.94
2015,"13744","PQI_01","Diabetes Short-Term Complications",0
2015,"13744","PQI_03","Diabetes Long-Term Complications",114.94
2015,"13744","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",505.05
2015,"13744","PQI_07","Hypertension",0
2015,"13744","PQI_08","Heart Failure",344.83
2015,"13744","PQI_10","Dehydration",229.89
2015,"13744","PQI_11","Bacterial Pneumonia",344.83
2015,"13744","PQI_12","Urinary Tract Infection",229.89
2015,"13744","PQI_14","Uncontrolled Diabetes",0
2015,"13744","PQI_15","Asthma in Younger Adults",0
2015,"13744","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13744","PQI_90","Prevention Quality Overall Composite",1724.14
2015,"13744","PQI_91","Prevention Quality Acute Composite",804.6
2015,"13744","PQI_92","Prevention Quality Chronic Composite",919.54
2015,"13744","PQI_S01","Prevention Quality All Diabetes Composite",114.94
2015,"13744","PQI_S02","Prevention Quality All Circulatory Composite",459.77
2015,"13744","PQI_S03","Prevention Quality All Respiratory Composite",344.83
2015,"13746","PQI_01","Diabetes Short-Term Complications",45.05
2015,"13746","PQI_03","Diabetes Long-Term Complications",0
2015,"13746","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13746","PQI_07","Hypertension",0
2015,"13746","PQI_08","Heart Failure",270.27
2015,"13746","PQI_10","Dehydration",45.05
2015,"13746","PQI_11","Bacterial Pneumonia",450.45
2015,"13746","PQI_12","Urinary Tract Infection",225.23
2015,"13746","PQI_14","Uncontrolled Diabetes",0
2015,"13746","PQI_15","Asthma in Younger Adults",156.99
2015,"13746","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13746","PQI_90","Prevention Quality Overall Composite",1171.17
2015,"13746","PQI_91","Prevention Quality Acute Composite",720.72
2015,"13746","PQI_92","Prevention Quality Chronic Composite",450.45
2015,"13746","PQI_S01","Prevention Quality All Diabetes Composite",45.05
2015,"13746","PQI_S02","Prevention Quality All Circulatory Composite",360.36
2015,"13746","PQI_S03","Prevention Quality All Respiratory Composite",45.05
2015,"13748","PQI_01","Diabetes Short-Term Complications",0
2015,"13748","PQI_03","Diabetes Long-Term Complications",167.84
2015,"13748","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",621.71
2015,"13748","PQI_07","Hypertension",67.14
2015,"13748","PQI_08","Heart Failure",436.39
2015,"13748","PQI_10","Dehydration",134.27
2015,"13748","PQI_11","Bacterial Pneumonia",335.68
2015,"13748","PQI_12","Urinary Tract Infection",167.84
2015,"13748","PQI_14","Uncontrolled Diabetes",0
2015,"13748","PQI_15","Asthma in Younger Adults",112.61
2015,"13748","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13748","PQI_90","Prevention Quality Overall Composite",1779.12
2015,"13748","PQI_91","Prevention Quality Acute Composite",637.8
2015,"13748","PQI_92","Prevention Quality Chronic Composite",1141.32
2015,"13748","PQI_S01","Prevention Quality All Diabetes Composite",167.84
2015,"13748","PQI_S02","Prevention Quality All Circulatory Composite",503.52
2015,"13748","PQI_S03","Prevention Quality All Respiratory Composite",469.96
2015,"13750","PQI_01","Diabetes Short-Term Complications",0
2015,"13750","PQI_03","Diabetes Long-Term Complications",136.8
2015,"13750","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1169.59
2015,"13750","PQI_07","Hypertension",0
2015,"13750","PQI_08","Heart Failure",820.79
2015,"13750","PQI_10","Dehydration",0
2015,"13750","PQI_11","Bacterial Pneumonia",547.2
2015,"13750","PQI_12","Urinary Tract Infection",0
2015,"13750","PQI_14","Uncontrolled Diabetes",0
2015,"13750","PQI_15","Asthma in Younger Adults",0
2015,"13750","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13750","PQI_90","Prevention Quality Overall Composite",2325.58
2015,"13750","PQI_91","Prevention Quality Acute Composite",547.2
2015,"13750","PQI_92","Prevention Quality Chronic Composite",1778.39
2015,"13750","PQI_S01","Prevention Quality All Diabetes Composite",136.8
2015,"13750","PQI_S02","Prevention Quality All Circulatory Composite",820.79
2015,"13750","PQI_S03","Prevention Quality All Respiratory Composite",820.79
2015,"13751","PQI_01","Diabetes Short-Term Complications",0
2015,"13751","PQI_03","Diabetes Long-Term Complications",0
2015,"13751","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",869.57
2015,"13751","PQI_07","Hypertension",0
2015,"13751","PQI_08","Heart Failure",621.12
2015,"13751","PQI_10","Dehydration",0
2015,"13751","PQI_11","Bacterial Pneumonia",621.12
2015,"13751","PQI_12","Urinary Tract Infection",1242.24
2015,"13751","PQI_14","Uncontrolled Diabetes",621.12
2015,"13751","PQI_15","Asthma in Younger Adults",0
2015,"13751","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13751","PQI_90","Prevention Quality Overall Composite",3726.71
2015,"13751","PQI_91","Prevention Quality Acute Composite",1863.35
2015,"13751","PQI_92","Prevention Quality Chronic Composite",1863.35
2015,"13751","PQI_S01","Prevention Quality All Diabetes Composite",621.12
2015,"13751","PQI_S02","Prevention Quality All Circulatory Composite",621.12
2015,"13751","PQI_S03","Prevention Quality All Respiratory Composite",621.12
2015,"13752","PQI_01","Diabetes Short-Term Complications",0
2015,"13752","PQI_03","Diabetes Long-Term Complications",129.87
2015,"13752","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",0
2015,"13752","PQI_07","Hypertension",0
2015,"13752","PQI_08","Heart Failure",0
2015,"13752","PQI_10","Dehydration",0
2015,"13752","PQI_11","Bacterial Pneumonia",519.48
2015,"13752","PQI_12","Urinary Tract Infection",0
2015,"13752","PQI_14","Uncontrolled Diabetes",0
2015,"13752","PQI_15","Asthma in Younger Adults",0
2015,"13752","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13752","PQI_90","Prevention Quality Overall Composite",649.35
2015,"13752","PQI_91","Prevention Quality Acute Composite",519.48
2015,"13752","PQI_92","Prevention Quality Chronic Composite",129.87
2015,"13752","PQI_S01","Prevention Quality All Diabetes Composite",129.87
2015,"13752","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"13752","PQI_S03","Prevention Quality All Respiratory Composite",0
2015,"13753","PQI_01","Diabetes Short-Term Complications",0
2015,"13753","PQI_03","Diabetes Long-Term Complications",41.59
2015,"13753","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",613.75
2015,"13753","PQI_08","Heart Failure",103.97
2015,"13753","PQI_10","Dehydration",20.79
2015,"13753","PQI_11","Bacterial Pneumonia",145.56
2015,"13753","PQI_12","Urinary Tract Infection",166.35
2015,"13753","PQI_14","Uncontrolled Diabetes",0
2015,"13753","PQI_15","Asthma in Younger Adults",0
2015,"13753","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"13753","PQI_90","Prevention Quality Overall Composite",810.98
2015,"13753","PQI_91","Prevention Quality Acute Composite",332.71
2015,"13753","PQI_92","Prevention Quality Chronic Composite",478.27
2015,"13753","PQI_S01","Prevention Quality All Diabetes Composite",41.59
2015,"13753","PQI_S02","Prevention Quality All Circulatory Composite",124.77
